text,rate,funny,useful,cool,label
"Ahhhh I got fooled by the Yelpers on this one. But, given the dearth of Middle Eastern/Afghan/Mediterranean compared to southern SF Bay Aarea, I guess it can be understandable...
We ordered the Kafka which is suppose to be seasoned ground beef (sometimes ground lamb?--I forget), but it definitely was lifeless...No salt flavor, no cumin flavor.
The shish combo plate...I've never seen ""yellow"" short grain rice. I think the place went cheap and opted for normal rice. Using short grain, the rice tasted wet and not flavorful.
Finally, the yogurt dip. We had to ask for it. What we were provided with was some thick concoction that did not flow smoothly or enhance the flavor of the meats.

The hummus side dish was the only thing that was delicious. American fries were also nice and crispy. But, I'm not a vegetarian and I came for the 'shish'....

Overall, not cheap either. Almost same pricing as the more expensive SF Bay Area.",2,2,0,0,0
"I've never had the pizza but it looks like it sucks. I've typically gotten a sub sand-which which-typically comes with fries or a salad but not anymore.... 

I've always encountered rude customer service when placing my orders where i've been yelled at and hung up on when attempting to order. 

I typically always leave great reviews but I have to be honest in my assessment so customers get more value than what they pay for.. this is the hallmark for any successful business.",2,0,0,2,0
"Ordered:
Crabcakes
Boneless Pork Chops (came with: minnestrone, salad with blue cheese dressing, bread and butter, fries, and mixed vegetables)

The crabcakes came out first. They had the texture and flavor of fishsticks, with a little bit of crabby sweetness mixed in.

The soup, salad, bread and butter came next. The soup was fine - a decent, normal minnestrone. The bread was stale; I made it through maybe one slice. The blue cheese dressing was almost flavorless, which similarly made it hard to get through my salad.

Finally, the main course came out. Again, the problem was mainly that both the pork chops and the vegetables were very bland. Ended up making liberal use of the sauces that came with my crabcakes to make it through the food.

In the end, despite how generous the portions were, the food itself was so mediocre that I felt like I didn't really get my money's worth.",2,0,0,0,0
"Tuesday night dinner date and it was too busy and not enough people on the floor. Service was horrible. The waitress stated she was going to be ""right back"" but we waited for 15 minutes for her to come back to take our orders. Ours appetizers stayed on the table while we ate our dinner instead of being taken. Even though there would be employees walking by, they weren't willing to pick them up for us. Our water ran out as well. Very disappointing. My rack of lamp wasn't cooked properly. My boyfriends lamp shanked was perfect but not seasoning. Messy place. Disorganized restaurant with people who seem to not know what they are doing.",2,0,0,0,0
"We made a big mistake coming here tonight instead of going to Gen. We had a decent time the last time we came, and I loved they accept reservations for small parties. We got there for our 6pm reservation, and it wasn't busy yet. I didn't see my name on the reservations side of the sign-in sheet so I added it in. The server came over snubbed us for signing in on the reservations side and said I didn't have reservations. I said I had the email confirmation but could wait (there were several open tables and no line), and he walked away for a bit with no explanation. Another server came over and sat us down. The cleanliness around our table was questionable especially since he was picking up discarded napkins on the floor around our table as he walked us over. The snotty server who we initially dealt with passed us SEVEN TIMES before he stopped to ask if we were ready - no greeting, no offer of water or drinks, or if we had any questions. We placed our order including water which he brought out and NEVER RETURNED THROUGH OUT THE WHOLE DINNER! We had to flag down another server when we were ready to order more. Toward the end of the dinner we had a couple more attentive people check on us, but it was too late to turn the experience around. I'm so disappointed and should've just sucked it up and went to Gen like my daughter wanted. There probably would've been a long wait, but it would've been worth the cleanliness, food options, and service that exceeds my minimal expectations.",1,0,0,0,0
"Hopped into this little shop hidden in the walkway in between 99 ranch and 85 degrees .

Got their signature dish of lamb soup to go which was $9 . 

Cash only for purchases under $10 ( I think )

Soup broth was savory however the portions of the other stuff in the soup was wanting ( see pic). Decent spot and friendly service but probably not a place I'd come back to.",2,1,2,1,0
"I want to say, I really wanted to like this place. I love supporting local businesses. I was starving. 

But, while there's a huge variety of ""flavors"" to choose from, they don't taste all that vastly different (spicy garlic vs. mild spicy). 

Location: conveniently located in downtown across from City Hall Rotunda and in same shopping center as Luckys. 

Service: Friendly and inviting - will say it was empty. Person was there alone serving as cashier and cook, I believe - so despite it not being busy, it was pretty slow. But I figure, at least the food is fresh!

Venue: It was clean with a few tables to sit at TVs to watch. When we were there, music videos were playing Latin pop - upbeat, high energy music. 

Food: It was fresh and hot, just not that great. I would compare their chicken strips to something you would get in a school cafeteria. The wings were really no better, just drowned in the sauce requested....ugh. Fries were the best thing we ordered, but were only ok, at best - and recall, we were starving!

Wish I had better things to say about the food, as I really wanted to support this place. Stars are for location/venue and service. Can't, in good conscience, tell someone I like to eat there. 

I hope it was just what we ordered or that it was an off day!",2,0,1,0,0
"Really disappointed I had a horrible experience here. Came here on a Friday night with a reservation but didn't even need it as it was not busy at all. Our waitress, Stephanie, was not attentive and had such a sour attitude throughout the night. After drinks and appetizers, we decided we didn't want to proceed with ordering entrees. To make things more awkward, after asking for the check and simply wanting to leave as quickly as possible, the hostess realized there was a note on the reservation stating it was my birthday. So, Stephanie was forcibly asked to bring a birthday dessert to our table. All in all, I won't be returning here, even if the food might be that great.",1,0,0,0,0
"Gringos beware! No pricing is listed, and when they rang me up I was shocked. Over $60 for a burrito, chicken fajItas (with hardly any chicken), two chicken tacos, 6 sodas and a shrimp cocktail. 

Gave them 2 stars because the 49ers game was showing.",2,3,0,1,0
"This does not even compare to Chelokababi in Sunnyvale. Dishes were better, they actually have wine, and even salad Shirazi was better...
Disappointed, but we'll be driving to Sunnyvale next time.",2,0,0,0,0
"had a workshop, and we were served same lunch and dinner (literally the same pasta, vegetables :)). And no dessert at all. 
You would think they would atleast mix the menu up between two meals on same day!",2,0,0,0,0
Im sooo extremely disappointed. Have been here before and was always a great expreience. However this time as I walk up to window the man there is yelling for the woman who came to the window with the worst attitude and was so irritated that I was asking about the teriyaki bowl which I never had before. So horrible that I decided to not order anything and walked away as the woman slams the window closed after I said nevermind Im not ordering nothing. So sad cause I really like this place but not going back again...,1,1,0,0,0
"Service was great but food was just okay (ordered kimchi ramen and it came out super BLAND). I can also tell whoever rolled the sushi was an amateur. Believe it or not, the only thing that would get me to come back is an appetizer plate: CHEESE CORN! Yes, you read correctly. And if you don't understand or believe me, go try it out and you can thank me later.",2,0,0,0,0
Customer Service is not a priority at China Village. So I'm taking my business and the $56 I was about to throw down on TAKE-OUT ELSEWHERE,1,0,0,0,0
"The sf location is super tiny. It's like a hole in the wall. I got the food to go and they said it'll be ready in 15 minutes. I came back in 10 mins and the food was already ready. 

Their Arroz Caldo (chicken porridge) was super salty. All I could taste was the msg. 

For take out, I do not recommend getting the combo silog. The combo portion is ridiculously small. I got the sisigsilog (minced chicken with pork) and paresilog (tenderized beef) combo. They hardly gave me any sisigsilog (see the image attached - the piece of lemon is bigger than the sisigsilog). I paid $4 extra for less than a spoon of food. Both the sisigsilog and paresilog were super dried.",2,2,5,1,0
"Ordered Stir fried chicken with red pepper and garlic for takeout. It is full of bone and ground chicken, which costs $23. It is not eatable at all!! It ruined our dinner, and we will never come again",1,1,5,0,0
"Not thoroughly impressed with this place. While I would say there are some decent qualities it's an overall meh location despite the highly rated reviews and busy location.

To start off, my family ordered four dishes and an appetizer. We ended up with five dishes as one of our ordered was incorrectly inputted. The small grip I had with this is that we were still charged for a dish we didn't order but was delivered. Nevertheless, objectively the food was decent but warranted a 2.5 star at best.

We had one of their more signature dishes, Chairman Mao Stew Pork Hock. While the dish was quite appealing and very impressive to see it was a bit too fatty on the sides of the hock. In fact, probably about 50% of it was fat that wasn't well seasoned so it just had the texture of fat without too much flavor added on. Additionally, there were very few bok choys lined on the side which was a quite a bit disappointing as it was simply one bok choy cut into fourths. 

From here, we had their steamed spareribs with sticky rice and corn. It was reminiscent of Cantonese ""joong"", which is basically a steamed sticky rice dish wrapped in a banana leaf. The difference here was the rice was too over cooked and had the texture of a paste. Given that this was the first dish to come out, I would say it was already pre-prepared which indicates it's not made to order. I wouldn't recommend this dish unless they cook the rice properly so it's not a giant paste.

Past those dishes, I think their best dish but not by a lot was their toothpick lamb. Unlike the others, it was the first dish to have enough seasoning to not blend into the rest of the dishes. It had a nice little kick from the spicy peppers but also a dry aromatics from the sesame seeds. Nevertheless, it still failed to hit the mark. The lamb was too dry and left a burning sensation after a few bites. It needed some fat to coat the lamb meat just to ensure the meat wasn't over cooked. 

Overall, I couldn't really speak too much about these dishes since there were all very mediocre. I've definitely had much better variants around the Bay Area. Ultimately, besides being a little salty about being charged for the incorrect dish the dishes lacked the punch and seasoning to really be a place I'd recommend.

TL;DR food was quite meh overall. charged us for a dish we didn't order despite bringing it up to the server.",2,1,0,0,0
"Where to start...

Parking is a hassle. They have a row for valet parking but it was full upon our arrival. There is street parking but if you don't go early enough, it's hard to find something close by. We parked a few streets up which was about a 7 minute walk (not bad at all). 

Entering the restaurant, we weren't greeted, just asked if we wanted to seat inside or wait 90 mins for outside seating. We elected to eat inside instead of waiting. 

We were provided water in a wine glass and a nice bottle to refill our water ourselves. I ordered the hibiscus Arnold Palmer, which was really good. (Make sure to mix it first) My fianc����� ordered the hard cider and he said it was good. We ordered the lobster Mac and cheese and it was delish. Came out at a decent time too. 

This is when it took a turn.
For the main dishes. I ordered the New York strip and the mash potatoes. I didn't eat any of the fried onion on top of the steak. The chopped green beans were ok. I asked for my steak to be medium well andoser to well done. (See pic below) Overall my steak was ok. The mash potatoes were good with a nice garlic taste. The steak cost $39 and the mash was $5 something.

My fianc����� ordered lake burger, he said it was ok. He had better for cheaper. For cheese or onions, you have to pay an extra $2. The burger came with a side of fries which tasted average. 

We docked stars for the restaurant because our wait for the food. We waited for an hour for it to come out. And within the hour, no one came to check on us or even give us an update on our food. They also took awhile to give us our check. The restaurant has so much potential with the location and the atmosphere. I wouldn't come back due to service and wait time for food. Also, for the price you pay, I would expect better food and it wa",2,0,3,1,0
"Came with a party of 6 for one of our friend's farewell celebration. By far the worst experience and here are the reasons: 

1. Poor hygiene: find a hair in one of our order, something inside the cup and food flies flying around.

2. Waiters ignored us and acted like we don't exist. Got seated at around 7pm. At around 7:30pm we finally got our food. Once the food was here, both electric stoves stop working. We informed the waiters more three times (there were only two waiters working and the max capacity for the restaurant was about 49 yet at the time not all seats were filled) about the electric stoves issue. First time, the waiter took a look at the electric stoves and he walked away!! Wtf!!! We waited assuming that he was working to fix the issue. But nope... asked the same waiter second time and he took at look... attempted to fix it and then he left... yup he just walked away without giving us a status update or offer to move us to another table (there were two other big tables available). On our third attempt, we asked another waiter and he took more than 10 mins to fix it....and it was already 8pm. Also, they didn't even apologize until one of friend said, ""I like it how they didn't even attempt to acknowledge our presence or apologize for the long wait"" to us. 

3.Had to asked more than five times for water throughout that 1 hour of wait time for food + fixing the electric stoves. Yet, they serve the other customers water literally right after they seated. Anyways, finally got our water at around 8pm... 

4. Charged us for rice that we never received!!! We had to asked them twice to fix that problem...

5. They give us a 5% discount after we asked and charged 18% tips for a bad service. How nice was that?",1,0,4,0,0
"Very unimpressed. I have been to better Panera Bread locations before. The just out of high school kids that work here have little to no experience with customer service, counting change, taking orders, cleaning tables, or making food. Such a long wait for such bland tasting food that came with rotten basil. They're a mess back there. They have half made orders all around them.",2,0,1,0,0
"This place is a no go. The food was not good. Bland & tasteless. Beer was very flat. Service was sooooooo slow. Only one waitress for the whole place. Food took forever to come out! We ordered a grilled cheese and garlic fries. Fries were undercooked, soggy and the cheese in the grilled cheese wasn't all the way melted. Probably only had one cook and a lot to food to prepare; so our food was rushed. No music, very dull. The place is nice and clean I'll give them that. Wanted to send all the food back but I can see the waitress already overwhelmed and we were so hungry, waiting so long, so we decided to suck it up and just eat the food & drink the flat beer. Would like my money back if possible. Would I return? Probably not. We went to a different Brewery a few miles away last night (we've been trying breweries in and around our town) and we loved that brewery. This one, not so much!",1,0,0,0,0
"We came because this concept of hot pot, grilled meat, and steamer in one was impressive. It was all looks and not worthy of the experience. The table had built in burners and range hooks above similar to other KBBQ, the weird part was we did not use any of them. The famous three tier hot pot was cooked on a hot pot burner like at home. The steam was everywhere. They gave us spaghetti ladels to scoop food from the bottom. The was huge and difficult to get food out. Unusual. 

The meat was standard so that's fine.

The assorted vegetables plater was not complete. We asked the waiter what assortments were in this combination and he listed and we ordered. Unfortunately, another waitress wasn't able to tell the difference between Napa cabbage and Roman lettuce. We told her and she brought Napa cabbage and said these are free. I just gave a smirky smile and said thank you.

They never came to check on our beautiful three tier hot pot until we call for serves. 

The decor was not themed, not untidy or dirty. The lights are definitely dim.

I would recommend another location.",2,1,6,0,0
"I usually don't write reviews but I believe in running a good business practice especially in a small business because there's more visibility from the owner to make changes if needed. 

The food was ok (nothing special) but my review is based on my experience with the owner when my girlfriend and I went to dinner this evening to try out a new dumpling restaurant in the Richmond district. 

While we we're waiting on our food, the owner came by to offer us to try the ""Special Pickled Cucumber with Black Fungus"" coming off as a complimentary item on the house. His exact words were, ""Do you guys want to TRY some special picked cucumber with black fungus?"".

We figured, oh that's pretty good customer service considering they're a new restaurant in the neighborhood. When we received the bill, we noticed there was a $6 charge on top of what we ordered and realized it was the item that the owner suggested after we placed our order. 

We're disappointed and appalled by the owner towards how he handled our experience. I'm sharing what happened tonight (10/2/2019) to spread awareness and shed some light to the owner to be mindful of how he delivers his messages. The family next to us also experienced the unexpected $6 ""Special Pickled Cucumber with Black Fungus"". They also didn't seem too happy of this. BEWARE!!!! Sketchy business practice!!

We will definitely NOT be back and will make sure to share our experience to both our personal and business platforms.",1,1,6,2,0
"Sub-par food. Got the dahi Puris which were just odd tasting. The Puris were stale which made the taste horrible. The sabudana vada weren't properly fried. They weren't fully done on the inside. The eggplant sabji was alright. That was the best thing out of the 3 things we ordered. 
This place kinda grossed me out because there was a fly killer on the wall which was labeled ""pest killer"". I saw a bug flying into it and dying, which was actually really gross to see as you're eating your meal. Wouldn't go back here. The only reason I'm giving this place a two star is because of their friendly staff.",2,4,4,2,0
"Went there with friends late Friday night. Usually order the beef pho but decided to try seafood wide noodle soup. I'm very particular about my soups coming out hot and unfortunately it was not! Did not enjoy my lukewarm soup, should have had the beef pho.",2,0,0,0,0
"This is for all of you white people who may not know how to decipher a good Asian food establishment from a good one. 

THESE PEOPLE ARE ROBBING YOU. 

These overpriced bowls are packed with an unreasonably small amount of meat and rice but jam-packed with vegetables to make up for it. Guess what? It doesn't. 

We order the Galbi Bowl and only got 3 tiny pieces of galbi. It wasn't bad quality but why only 3 pieces? The overpriced bowl and overhyped bowl left me craving for more but at nearly $20 a bowl I wasn't about to order anything else. 

I've never left a kbbq-type place hungry. 

Despite the mediocrely tasting, high-prices food, the service is great. They were attentive but not annoying.",2,3,7,1,0
"Visiting a restaurant that has just opened is always a tricky thing. We had quite an experience here this evening. 

We entered the restaurant at 7:15, and everyone seated appeared quite lost (and hungry). We waited for a while before someone finally came and showed us to a table. We were then forgotten. I overheard several people repeatedly asking for menus and calling out to the staff to place their orders. Like the others, we too spent several minutes trying to get someone's attention so we could ask for menus. Finally, the server came by and told us that they did not have enough menus. To me, this seems ridiculous! Why would a restaurant that seats 40+ people stock fewer than ten menu cards? I'd be okay even seeing a temporary printed sheet with today's specials if they hadn't finalized the entire menu. The icing on the cake? After this conversation, the server found a menu card and gave it to a table that entered much later than us. That was the last straw, so we got up and left. 

I was very keen to try the food since I'm a fan of Maharashtrian cuisine. However, it looks like I'll have to wait until the restaurant figures out logistics before I return.",1,2,13,1,0
"Worst place, waiters are incompetent and ""managers"" are clueless and $55 dollar for a 2oz steak and lobster...seriously?",1,0,0,0,0
"Ordered for delivery, so the review is about the food only - not the service.

Watery hot and sour soup. BBQ Pork Pan Fried Noodles that weren't. Beijing Duck that should be called Beijing Duck Bones. 

On the plus side, the delivery via DoorDash was on time. 

I should have checked the Yelp reviews BEFORE I ordered. My fault. There is much better food in San Jose.",2,0,1,0,0
"This is the worst Chinese-Korean spot I've ever been (and I've been to a lot). 

Please don't go. It's not worth it. 
I'm looking at some 4 or 5 star reviews by non-Asian folks.
I know this food and they are doing it so wrong.

Their pork has that old pork meat smell. 
Everything is off-seasoned. 
We took a couple of bites and asked for our check.

Please do yourself a favor and find another place.",1,0,2,0,0
"If I can give this a -0 I would. Service is great, food is horrible. I asked for mar y Tierra molcajete and my husband got all sea food molcajete. first let me start off by the sauce, it was nasty bitter/sour. All meet was hard and dry.",1,3,1,0,0
"We ordered our food at 6:40pm. By 7:40pm we were still waiting for our meal. Food arrived at 8pm. The salmon teriyaki was cold and had a hair in it. Two orders arrived mixed up on one plate. When we sent it back, they returned the same dirty plate to us after scraping part of the food off. Serving dishes with old pieces of ginger still stuck inside were set out for us to use. We were one of two tables in the entire place. Don't waste your time. Skip this restaurant.",1,0,0,0,0
"Service was good. We had reservations and we were 30 mins early and seated within 2 minutes of walking in the door; if that! The guy brought over some bread and butter with waters; and I can say they stayed on top of making sure our water glasses were full. I felt dehydrated in there, didn't feel like there was good enough air flow. The restaurant is very dated and I felt like we were dining at a closed down Burger King turned fancy restaurant.

If you do visit; I do recommend the escargot ! They were yummy! I almost ordered a second round of them! As for the coconut prawns they weren't anything special to write home about. Careful when reading through the menu because I thought I ordered the lobster with the filet minion. After i put my order in is when i realized that it wasn't coming with a steak because the server didn't ask me how I wanted my steak cooked ! There was a bit of a wait between food times when our food came out. I had ordered the lobster dish and my partner ordered the kind crab leg, shrimp and mussel chippino. 

I took a bite into the lobster and I was grossed out by it, it honestly tasted like ear wax; no joke! I had a bite of the rice that was on my plate and it was cold so of course I couldn't eat my meal. I pushed my meal aside and my partner knew it wasn't a great experience for me. They took the plate; apologized for me not liking it and offered to get me something else but i politely declined and I wasn't feeling the establishment anymore. The chippino I personally would give it an 7.5/10; I'm not a big fan of the tomato base broths that come with it; but I can tell you that the pasta and all the seafood inside it was cooked awesome! 

I most likely will not return; but if I do, it most definitely will be for the escargot !",2,2,2,1,0
While eating I noticed a Roach casually walk by on the ledge behind my buddy Pat and immediately got grossed out and lost my appetite. I had to snap a picture because this hasn't been the first time I've noticed something like this in the restaurant. Heads up to new customers and returning customers.,1,0,1,0,0
I have never written any comments on Yelp but I decided to do this time. This place has the worst customer service ever. Orders were repeated 4 times yet food was not right. The attitude of the owner was like you were the beggars of food. Food was nothing special. I'd rather eat at other places where customers are valued than this place. Never return,1,0,0,0,0
"Certainly less than 'A-OK' but nothing more than OK. There are better dumplings around but all those experiences have not wow'd me at all. Truth be told that I'm having a hard time trying to enjoy time eating out. For me it's about satisfying the need of getting something to eat and not having to clean up after myself. Din Tai Fung is not one of those places. But when offered to check the place out on my sister's reservation, who am I to say 'no'.

We arrived early with her kids in tow and were promptly seated. Not a fan of seeing staff crank out dumplings as you walk in. Seems a bit exploitive and reminds me of that scene in New Jack City when Pookie infiltrated the CMB. A dark warren of tables with lots of wood throughout, we were seated in an area not too far from the kitchen door. A little annoying as the doors did not remain shut and you can see back of the house going about their business. Speaking of, the waitstaff was busy going about keeping on top of the customers. Our server and her co-workers were friendly enough. Service was polished albeit scripted. You could almost sense that there was a metric in play to keep customers happy and yet ensure the tables keep moving. Reminded a little bit of Bourdain's Kitchen Confidential and Sweet Bitter on Ovation in that there is a bigger narrative that we should be aware of. Our orders were pretty basic; pork and crab XLB, pork XLB, suimai, spicy noodles, sesame noodles and marinated cucumbers, string beans and pork fried rice. I won't going into it too much except that the food was ok if not a little flat in flavor. Again if you're coming to get full, this won't do it for you. All the items were pretty one dimensional and the only surprises were the spicy noodles and the green beans which were somewhere between just between al dente and crispy. Unfortunately we polished off all the dishes so we missed out on a pretty cool looking doggy bag.

For what it is, Ding Tai Fung is a 'good' date place if you're into a bar with a big take out box hanging from the ceiling. Safe and uninspiring. Pretty much a thud without the echo.",2,2,1,1,0
"SO RIDICULOUS. I placed an order online, Hit submit several times and no confirmation number was provided for me. Called the location, and they said my order was not in their schedule so they proceed to take my order over the phone. The Promo Deal I had chosen was not available if I ordered over the phone( since I was fed up with the online problem) I decided to proceed, I would pay more. I give them my info, and ask if they can email me a receipt. The guy had to get the manager. I spoke to Issac the manager and gave him my email and he hung up on me. I had previously told them I was paying over the phone, I hadn't even given them my CC number and he just hung up. I call back and they tell me they hit exit on my order and I need to give them the order once AGAIN. Why is it taking me over 45 minutes to order 2 MEDIUM PIZZAS. I spoke to several "" managers"" and no one could help me. I was still willing to continue and pay and asked to speak to the managers. I let him know my experience with them had been so difficult, I was even willing to pay more because they didn't offer that promo deal. I asked him to give me an offer or discount to make up for my bad experience. He said no and i didn't even receive an apology for such a terrible time I had to call 5 times!!'. So I decided to cancel everything. PLACE YOUR ORDER ANYWHERE ELSE. ORDERING PIZZA HERE IS A NIGHTMARE!!! Says a lot about how they take care of their business.",1,0,0,0,0
"The lone dude in the back deserves a raise! It's the opening Sunday for football and you only have 2 people scheduled! That's terrible managing. I ordered online at 10:30am for a 1:15pm pickup and wings weren't ready until 1:50. The lady is trained to tell everyone 30 min which is complete BS.

The wings are just ok. My fault for not listening to the reviews - don't be dumb like me people. 

I almost forgot, they forget the honey mustard",1,0,1,0,0
HUGE fan of Martinez location! I've even eaten there 3 days in a row once! But the food at pleasant hill location is bad! No wonder my kids (who have only been to PH slow hand) never want to meet me there! Corned beef sooo salty and tonight burned and fatty...baked beans hard...just like they aren't even trying,2,0,0,0,0
"I came across this place and there was no wait. No wait means the food is probably nasty. Well it wasn't great. I defiantly won't be coming back. 
The cat fish was salty and they ran out of chicken wings.
We also had clams and shrimp hoping it would be good, but booo to that too. 2 star because the waiter was cool.",2,0,0,1,0
I ordered a pepperoni pizza. I got a chicken pineapple and ham pizza? Please refund.,1,0,0,0,0
"Walked in with my Mom and 8 year old sister to the song ""No Hoe"" blasting in the restaurant... and each song after progressively got more explicit and definitely not a family environment. Which is sad because I really enjoy this place and the food definitely deserves 4 stars but my mom wasn't happy with my sister listening to explicit music like this yet..",1,0,1,0,0
"The service seems to be going down hill, the food is alright and the drinks are all mostly water instead of alcohol, I have stopped wasting my money here",1,0,0,0,0
I just ordered a banana split for my daughter only too receive a split with no banana!!!!!! Wtf,1,0,0,0,0
"First time going, and it'll definitely be the last. There were less than 15 people in the restaurant eating dinner when I went with my boyfriend (that's including us) and it seemed to have a very slow energy. It was hot and musty in the restaurant, which we then realized was due to a broken AC. Still, no fans on and no ventilation. 

There were three girls that looked like teenagers who were basically running everything, and by the look and feel of the service we got, they were probably cooking the food themselves too. As soon as we walked in, we were told to seat ourselves wherever, which I didn't mind. But then we waited a good 10 minutes before any one of them brought us a menu to look at. She didn't even bother to offer any drinks. 

A different girl then came by about 10 minutes later and asked to take our orders for food (still disregarding the drinks). We ordered our food, then I had to remind one of them that we still haven't been offered drinks. And I hate to admit it but when I ordered an alcoholic drink, I took out my ID thinking she needed to check it and she said she didn't need to see it. Mind you, I just turned 21 and look like a 13 year old little girl when I don't wear makeup, which I wasn't this day. BIG YIKES! 

The food finally came. We ordered combo #3 which consisted of shrimp, king crab, mussels, sausage, corn and potatoes with the mild combo seasoning. We also ordered a side of the lobster tail with the same seasoning. The crab was big, but it didn't taste fresh. The shrimp seemed undercooked as the shell didn't peel off good on a few of them and some were still on the chewy side. The mussels were bitter. The potatoes were also VERY undercooked. The lobster was the only decent part of our order of food, but the seasoning made it bad. It was as if they mixed a gallon of oil with Old Bay, Garlic and the lemon pepper seasoning. It was so heavy on the stomach that we couldn't finish eating it. AND it was room temperature warm, not freshly cooked warm. On top of that, the most important tool in any restaurant like this, we weren't given crab crackers!!!! Just old office scissors. The crab was super hard to crack too. 

As for the rest of our service, we were never checked up on. We finished our waters and they never came to refill them. When I walked to the bathroom to wash my hands since they also don't provide wet towelettes, all three girls were on their phones up at the front giggling and eating a burger and other food that looked like they don't offer there. One of them was on Snapchat recording what they were doing. When my boyfriend got up to go wash his hands, he said they left the girls bathroom door open and all three girls were in the bathroom taking pictures with the mirror in there. We were never brought our checks either. They seemed like they really didn't want to be there and showed that they didn't care for their customers as they should of. Not once did I see a different face from other staff (cooks, buss boys, management/owners).

This place needs to go under a complete transformation, starting with management and ownership of the restaurant following with their staff. This was the worst $100 I've ever spent on food. If the food was decent i wouldn't even bother writing such a negative review. If the service was better then it would of made up for the poor quality of the food as well. How are the food AND the service both complete trash??? I had good expectations coming here since we were trying something new and I only wish I could go back to actually read the reviews and stick to eating a Rockin Crawfish instead, which is right across the street. I have worked in the food industry. I work in management currently, so I understand the frustrations that can come from starting a new business and making it a great one, but whoever this lazy owner is needs to just sell the place and find another way to invest his money in. This place is horrible! PLEASE!! Go across the street to Rockin Crawfish if you want to eat cajun seafood out in this side of the bay. If not, trust me just make to the drive to the Boiling Crab or Kickin Crab out in San Jose. DO NOT EAT HERE!!",1,0,0,0,0
"There service is so slow, waitress was not friendly at all. No one ask if we needed refills or ask how we doing every time we try to flag someone down they act like they didn't see us . Go to silver creek / capital way better service",1,1,3,1,0
"So, I saw the good reviews and decided to try this place since Im sick of Mandarin gourmets mediocre food , poor service and HIGH prices. I REALLY wanted to like this place. I got the terriyaki steak on a stick , the combo plate with prawns, snowpeas and broccoli and fried rice with barbecue pork ( paid extra) along with the Barbecue pork FUN noodles as well as the crab cream cheese puffs. I ordered all this food at 430pm when they JUST opened their doors. 

1: Terriyaki steak: the first skewer was declicious. The sauce is perfect. However the next 3 skewers were VERY TOUGH to eat. They were Like hard Beef Jerky.

2. Crab puffs: Excellent flavor and perfect frying job.

3. Egg roll with combo prawns and pea pods plate and fried rice with barbecue pork: The eggroll was so incredibly greasy I had to literally squeeze out the oil with a napkin to even eat it. The prawns were not horrible but the rice was not well made and the barbecue pork was meh. The sauce they used with the prawns made the entire concoction inedible. Mushy, bland, and the peapods were OLD. I cook chinese and Tai food at home and grow tai basil and eggplant so I know what old is. HOrrible. The dish tasted very ""off"" as in ""something in the food was old or not fresh. Threw it out. 

4. FUN/Barbecue pork. This pork literally was HARD and OLD and flavorless. They clearly overcooked it until it was inedible. I go to the best dim sum places ( NEwport off Wolfe rod in Cupertino and VALCO in Cupertino as well as Ranch 99) and this pork should have been thrown out. The FUN noodles were GOOEY and BLAND. Couldn't eat it. 

To sum it all up, although some people like certain things I would be HIGHLY unlikely to order anything but the crab wontons again. If the owners read this, please, GET your act together. Only feed your customers the freshest ingredients and dont feed them OLD food. Ty.",2,0,1,0,0
"1. The service is disorganized. The waiters run around like confused kids. They charge $18 for a bare mediocre burger and yet act like it's a cheap diner in their service model. We had approximately 4 people bringing items to our table. I had zero idea who to address as my waiter. Also, the men ""waited"" on us, all 4 of them, were without grace, to put it lightly. More like lost fisherman or bear hunters. They banged down my iced tea and meal. Also, is it so hard to keep track of who ordered what when there's only 2 people at a table? That's why you number the seats & pay attention. Maybe too complex for them. 

2. The food is overpriced. Very overpriced. Example: if you wanted a burger with cheese and avocado, it'd cost you $22. That's pretty high-fallutin' for a disorganized, ugly bar deep in El Cerrito. They be confused. 

3. The food made my stomach upset. 

This place is no good. Don't go here. Unless, of course, you love wasting money and being treated badly by a bunch of man-children.",2,2,2,1,0
"This is the 2nd time we've come to this place to eat and it's already closed. Both times we've come before their posted closing time. Today, almost an hour from closing. 

The first time we came for lunch and though it was pretty good. I guess we have to find someplace else for Filipino food!!",1,1,2,0,0
"Pros: joining online waitlist was easy, super nice staff, quickly served food even though it was a packed house 

Cons: smelled like a dirty bathroom, food was almost inedible",1,0,0,0,0
